ID,Source (anecdote/research paper/additional data etc) ,Source info,Genus/species,Genus,Species,Subspecies,Common name,IUCN status ,Year,Month,Country,State/county,Town/city/NP,Road,Latitude,Longitude,Numbers ,Age,Sex,Date added
102,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2009,July,Brazil,Sao Paulo State,,,-22.516174,-47.307793,1,,,
103,Database,Endangered Wildlife Trust,Cercopithecus mitis,Cercopithecus,mitis,,Samango monkey,LC,2009,June,South Africa,KwaZulu-Natal,Buffalo Pass ,,-33.012421,27.807492,1,,,
104,Research paper,"Fam SD et al (2014). The conservation status of slow lorises Nycticebus sp. in Singapore. Endangered Species Research, 25: 69-77.",Nycticebus coucang,Nycticebus,coucang,,Greater slow loris,EN,2009,February,Singapore,,Central Catchment Nature Reserve,,1.35468,103.79615,1,,,
105,Anecdote,Luciana Oklander,Sapajus nigritus,Sapajus,nigritus,,Black-tufted capuchin,NT,2009,January,Argentina,Misiones,El Deseado,Ruta 101 Nacional,-25.777287,-54.039025,3,"2 Adult, 1 Juvenile",1M and 2F,
106,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Alouatta caraya,Alouatta,caraya,,Black and gold howler monkey,NT,2010,June,Brazil,Sao Paulo State,,,-21.594062,-47.953654,1,,,
107,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Alouatta guariba,Alouatta,guariba,,Brown howley monkey ,VU,2010,December,Brazil,,,,-30.257803,-51.030833,1,,,
108,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,March,Brazil,Sao Paulo State,,,-23.088797,-46.846991,1,,,
109,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,March,Brazil,Sao Paulo State,,,-23.087604,-46.931167,1,,,
110,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,March,Brazil,Sao Paulo State,,,-23.08609,-46.846553,1,,,
111,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,April,Brazil,Sao Paulo State,,,-23.087237,-46.926602,1,,,
112,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,April,Brazil,Sao Paulo State,,,-22.934643,-47.009773,1,,,
113,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,May,Brazil,Sao Paulo State,,,-23.129111,-46.873792,1,,,
114,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,May,Brazil,Sao Paulo State,,,-23.091919,-46.959444,1,,,
115,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,July,Brazil,Sao Paulo State,,,-23.072374,-46.838964,1,,,
116,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,July,Brazil,Sao Paulo State,,,-23.072374,-46.838964,1,,,
117,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,August,Brazil,Sao Paulo State,,,-23.044646,-46.844121,1,,,
118,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,August,Brazil,Sao Paulo State,,,-23.087751,-46.932132,1,,,
119,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,August,Brazil,Sao Paulo State,,,-22.940424,-46.976819,1,,,
120,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,September,Brazil,Sao Paulo State,,,-23.08609,-46.846553,1,,,
121,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,October,Brazil,Sao Paulo State,,,-23.106853,-46.848589,1,,,
122,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,October,Brazil,Sao Paulo State,,,-22.984,-46.817198,1,,,
123,Anecdote,Sarie Van Belle,Alouatta pigra,Alouatta,pigra,,Yucatán black howler monkey,EN,,,Mexico,,Palenque National Park,paved access road,17.484167,-92.046389,1,Adult,Male,
124,Anecdote,Sarie Van Belle,Alouatta pigra,Alouatta,pigra,,Yucatán black howler monkey,EN,,,Mexico,,Palenque National Park,paved access road,17.484167,-92.046389,1,Adult ,Female,
125,Anecdote,Sarie Van Belle,Alouatta pigra,Alouatta,pigra,,Yucatán black howler monkey,EN,,,Mexico,,Palenque National Park,paved access road,17.484167,-92.046389,1,,,
126,Anecdote,Sarie Van Belle,Alouatta pigra,Alouatta,pigra,,Yucatán black howler monkey,EN,,,Mexico,,Palenque National Park,paved access road,17.484167,-92.046389,1,,,
127,Anecdote,Sarie Van Belle,Alouatta pigra,Alouatta,pigra,,Yucatán black howler monkey,EN,,,Mexico,,Palenque National Park,paved access road,17.484167,-92.046389,1,,,
128,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,October,Brazil,Sao Paulo State,,,-23.155813,-46.891561,1,,,
129,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,October,Brazil,Sao Paulo State,,,-23.065986,-46.901367,1,,,
130,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,October,Brazil,Sao Paulo State,,,-23.090483,-46.951734,1,,,
131,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,November,Brazil,Sao Paulo State,,,-22.936333,-46.973472,1,,,
132,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,November,Brazil,Sao Paulo State,,,-23.08666,-46.928454,1,,,
133,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,November,Brazil,Sao Paulo State,,,-22.321199,-47.140504,1,,,
134,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,December,Brazil,Sao Paulo State,,,-23.050583,-46.878091,1,,,
135,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,October,Brazil,Sao Paulo State,,,-22.330201,-48.918977,1,,,
136,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,September,Brazil,Sao Paulo State,,,-22.360253,-47.528306,1,,,
137,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,September,Brazil,Sao Paulo State,,,-22.452112,-46.824221,1,,,
138,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,October,Brazil,Sao Paulo State,,,-22.348957,-47.136321,1,,,
139,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,October,Brazil,Sao Paulo State,,,-22.188848,-47.397453,1,,,
140,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,November,Brazil,Sao Paulo State,,,-22.696857,-47.616224,1,,,
141,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,November,Brazil,Sao Paulo State,,,-21.792596,-47.071319,1,,,
142,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,November,Brazil,Sao Paulo State,,,-22.510366,-47.300122,1,,,
143,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2010,May,Brazil,Sao Paulo State,,,-22.384825,-49.025082,1,,,
144,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2010,December,Brazil,,,,-15.596883,-47.610444,1,,,
145,Research paper,"Richini-Pereira V et al (2010). Road-killed wild animals: a preservation problem useful for eco-epidemiological studies of pathogens. Journal of Venomous Animals and Toxins including Tropical Diseases, 16: 607-613. Retrieved from http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992010000400011&nrm=iso",Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2010,,Brazil,,,,-10,-52,1,,,
146,Database,Endangered Wildlife Trust,Chlorocebus pygerythrus,Chlorocebus,pygerythrus,,Vervet monkey,LC,2010,August,South Africa,Eastern Cape,Kei Mouth,,-32.6793,28.3367,1,Juvenile,,
147,Research paper,"Adimallaiah D et al (2014). Population Status of Phayre's Langur Trachypithecus phayrei in Sepahijala Wildlife Sanctuary, Tripura, Northeast India. Primate Conservation, 28: 159-163.",Macaca sp.,Macaca,sp.,,Macaque sp.,,2010,,India,Tripura,Uttar Charitam,,23.67056,91.31612,1,,,
148,Database,https://www.inaturalist.org/observations/71799268,Plecturocebus toppini,Plecturocebus,toppini,,Toppin's titi monkey,LC,2010,July,Brazil,Acre,Assis Brazil,317,-10.9170887,-69.5459212,1,,,
149,Research paper,"Richini-Pereira V et al (2010). Road-killed wild animals: a preservation problem useful for eco-epidemiological studies of pathogens. Journal of Venomous Animals and Toxins including Tropical Diseases, 16: 607-613. Retrieved from http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992010000400011&nrm=iso",Sapajus apella,Sapajus,apella,,Black-capped capuchin,LC,2010,,Brazil,,,,-10,-52,1,,,
150,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Sapajus nigritus,Sapajus,nigritus,,Black-horned capuchin,NT,2010,July,Brazil,,,,-22.26485,-48.16222,1,,,
151,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Sapajus nigritus,Sapajus,nigritus,,Black-horned capuchin,NT,2010,October,Brazil,,,,-22.33049,-48.9196,1,,,
152,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Alouatta sp.,Alouatta,sp.,,Howler monkey,,2011,April,Brazil,Sao Paulo State,,,-23.126394,-46.873427,1,,,
153,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Alouatta caraya,Alouatta,caraya,,Black and gold howler monkey,NT,2011,September,Brazil,Sao Paulo State,,,-21.312254,-47.822523,1,,,
154,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Alouatta guariba,Alouatta,guariba,,Brown howley monkey ,VU,2011,July,Brazil,,,,-28.218657,-49.989485,1,,,
155,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2011,January,Brazil,Sao Paulo State,,,-22.887822,-47.010641,1,,,
156,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2011,January,Brazil,Sao Paulo State,,,-23.122357,-46.871558,1,,,
157,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2011,February,Brazil,Sao Paulo State,,,-23.09967,-46.565849,1,,,
158,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2011,February,Brazil,Sao Paulo State,,,-22.926435,-46.968384,1,,,
159,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2011,March,Brazil,Sao Paulo State,,,-23.091919,-46.959444,1,,,
160,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2011,March,Brazil,Sao Paulo State,,,-23.042852,-46.85633,1,,,
161,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2011,March,Brazil,Sao Paulo State,,,-23.117258,-46.858195,1,,,
162,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2011,March,Brazil,Sao Paulo State,,,-23.086919,-46.927522,1,,,
163,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2011,March,Brazil,Sao Paulo State,,,-23.094196,-46.847444,1,,,
164,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2011,March,Brazil,Sao Paulo State,,,-23.08609,-46.846553,1,,,
165,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2011,April,Brazil,Sao Paulo State,,,-23.117258,-46.858195,1,,,
